Vivado Simulator 2018.2
Time resolution is 1 ps
T =   30.0 ps | State = RESET  | Next State = FETCH  | PC = 00000000 | IR = 00000000
T = 2991.0 ps | State = ADDI   | Next State = WB_imm | PC = 00000054 | IR = 21ce0004
T = 3000.0 ps | State = WB_imm | Next State = FETCH  | PC = 00000054 | IR = 21ce0004
T = 3010.0 ps | State = FETCH  | Next State = DECODE | PC = 00000054 | IR = 21ce0004
T = 3020.0 ps | State = DECODE | Next State =I/J-Type| PC = 00000058 | IR = 21adffff
T = 3031.0 ps | State = ADDI   | Next State = WB_imm | PC = 00000058 | IR = 21adffff
T = 3040.0 ps | State = WB_imm | Next State = FETCH  | PC = 00000058 | IR = 21adffff
T = 3050.0 ps | State = FETCH  | Next State = DECODE | PC = 00000058 | IR = 21adffff
T = 3060.0 ps | State = DECODE | Next State = R-Type | PC = 0000005c | IR = 15a0fffa
T = 3071.0 ps | State = BNE_1  | Next State = BNE_2  | PC = 0000005c | IR = 15a0fffa
T = 3080.0 ps | State = BNE_2  | Next State = FETCH  | PC = 0000005c | IR = 15a0fffa
T = 3090.0 ps | State = FETCH  | Next State = DECODE | PC = 00000044 | IR = 15a0fffa
T = 3100.0 ps | State = DECODE | Next State =I/J-Type| PC = 00000048 | IR = 8df10000
T = 3110.0 ps | State = LW_1   | Next State = LW_2   | PC = 00000048 | IR = 8df10000
T = 3120.0 ps | State = LW_2   | Next State = WB_lw   | PC = 00000048 | IR = 8df10000
T = 3130.0 ps | State = WB_lw  | Next State = FETCH  | PC = 00000048 | IR = 8df10000
T = 3140.0 ps | State = FETCH  | Next State = DECODE | PC = 00000048 | IR = 8df10000
T = 3150.0 ps | State = DECODE | Next State =I/J-Type| PC = 0000004c | IR = add10000
T = 3160.0 ps | State = SW     | Next State = WB_mem | PC = 0000004c | IR = add10000
T = 3170.0 ps | State = WB_mem | Next State = FETCH  | PC = 0000004c | IR = add10000
T = 3180.0 ps | State = FETCH  | Next State = DECODE | PC = 0000004c | IR = add10000
T = 3190.0 ps | State = DECODE | Next State =I/J-Type| PC = 00000050 | IR = 21ef0004
T = 3201.0 ps | State = ADDI   | Next State = WB_imm | PC = 00000050 | IR = 21ef0004
T = 3210.0 ps | State = WB_imm | Next State = FETCH  | PC = 00000050 | IR = 21ef0004
T = 3220.0 ps | State = FETCH  | Next State = DECODE | PC = 00000050 | IR = 21ef0004
T = 3230.0 ps | State = DECODE | Next State =I/J-Type| PC = 00000054 | IR = 21ce0004
T = 3241.0 ps | State = ADDI   | Next State = WB_imm | PC = 00000054 | IR = 21ce0004
T = 3250.0 ps | State = WB_imm | Next State = FETCH  | PC = 00000054 | IR = 21ce0004
T = 3260.0 ps | State = FETCH  | Next State = DECODE | PC = 00000054 | IR = 21ce0004
T = 3270.0 ps | State = DECODE | Next State =I/J-Type| PC = 00000058 | IR = 21adffff
T = 3281.0 ps | State = ADDI   | Next State = WB_imm | PC = 00000058 | IR = 21adffff
T = 3290.0 ps | State = WB_imm | Next State = FETCH  | PC = 00000058 | IR = 21adffff
T = 3300.0 ps | State = FETCH  | Next State = DECODE | PC = 00000058 | IR = 21adffff
T = 3310.0 ps | State = DECODE | Next State = R-Type | PC = 0000005c | IR = 15a0fffa
T = 3321.0 ps | State = BNE_1  | Next State = BNE_2  | PC = 0000005c | IR = 15a0fffa
T = 3330.0 ps | State = BNE_2  | Next State = FETCH  | PC = 0000005c | IR = 15a0fffa
T = 3340.0 ps | State = FETCH  | Next State = DECODE | PC = 00000044 | IR = 15a0fffa
T = 3350.0 ps | State = DECODE | Next State =I/J-Type| PC = 00000048 | IR = 8df10000
T = 3360.0 ps | State = LW_1   | Next State = LW_2   | PC = 00000048 | IR = 8df10000
T = 3370.0 ps | State = LW_2   | Next State = WB_lw   | PC = 00000048 | IR = 8df10000
T = 3380.0 ps | State = WB_lw  | Next State = FETCH  | PC = 00000048 | IR = 8df10000
T = 3390.0 ps | State = FETCH  | Next State = DECODE | PC = 00000048 | IR = 8df10000
T = 3400.0 ps | State = DECODE | Next State =I/J-Type| PC = 0000004c | IR = add10000
T = 3410.0 ps | State = SW     | Next State = WB_mem | PC = 0000004c | IR = add10000
T = 3420.0 ps | State = WB_mem | Next State = FETCH  | PC = 0000004c | IR = add10000
T = 3430.0 ps | State = FETCH  | Next State = DECODE | PC = 0000004c | IR = add10000
T = 3440.0 ps | State = DECODE | Next State =I/J-Type| PC = 00000050 | IR = 21ef0004
T = 3451.0 ps | State = ADDI   | Next State = WB_imm | PC = 00000050 | IR = 21ef0004
T = 3460.0 ps | State = WB_imm | Next State = FETCH  | PC = 00000050 | IR = 21ef0004
T = 3470.0 ps | State = FETCH  | Next State = DECODE | PC = 00000050 | IR = 21ef0004
T = 3480.0 ps | State = DECODE | Next State =I/J-Type| PC = 00000054 | IR = 21ce0004
T = 3491.0 ps | State = ADDI   | Next State = WB_imm | PC = 00000054 | IR = 21ce0004
T = 3500.0 ps | State = WB_imm | Next State = FETCH  | PC = 00000054 | IR = 21ce0004
T = 3510.0 ps | State = FETCH  | Next State = DECODE | PC = 00000054 | IR = 21ce0004
T = 3520.0 ps | State = DECODE | Next State =I/J-Type| PC = 00000058 | IR = 21adffff
T = 3531.0 ps | State = ADDI   | Next State = WB_imm | PC = 00000058 | IR = 21adffff
T = 3540.0 ps | State = WB_imm | Next State = FETCH  | PC = 00000058 | IR = 21adffff
T = 3550.0 ps | State = FETCH  | Next State = DECODE | PC = 00000058 | IR = 21adffff
T = 3560.0 ps | State = DECODE | Next State = R-Type | PC = 0000005c | IR = 15a0fffa
T = 3571.0 ps | State = BNE_1  | Next State = BNE_2  | PC = 0000005c | IR = 15a0fffa
T = 3580.0 ps | State = BNE_2  | Next State = FETCH  | PC = 0000005c | IR = 15a0fffa
T = 3590.0 ps | State = FETCH  | Next State = DECODE | PC = 00000044 | IR = 15a0fffa
T = 3600.0 ps | State = DECODE | Next State =I/J-Type| PC = 00000048 | IR = 8df10000
T = 3610.0 ps | State = LW_1   | Next State = LW_2   | PC = 00000048 | IR = 8df10000
T = 3620.0 ps | State = LW_2   | Next State = WB_lw   | PC = 00000048 | IR = 8df10000
T = 3630.0 ps | State = WB_lw  | Next State = FETCH  | PC = 00000048 | IR = 8df10000
T = 3640.0 ps | State = FETCH  | Next State = DECODE | PC = 00000048 | IR = 8df10000
T = 3650.0 ps | State = DECODE | Next State =I/J-Type| PC = 0000004c | IR = add10000
T = 3660.0 ps | State = SW     | Next State = WB_mem | PC = 0000004c | IR = add10000
T = 3670.0 ps | State = WB_mem | Next State = FETCH  | PC = 0000004c | IR = add10000
T = 3680.0 ps | State = FETCH  | Next State = DECODE | PC = 0000004c | IR = add10000
T = 3690.0 ps | State = DECODE | Next State =I/J-Type| PC = 00000050 | IR = 21ef0004
T = 3701.0 ps | State = ADDI   | Next State = WB_imm | PC = 00000050 | IR = 21ef0004
T = 3710.0 ps | State = WB_imm | Next State = FETCH  | PC = 00000050 | IR = 21ef0004
T = 3720.0 ps | State = FETCH  | Next State = DECODE | PC = 00000050 | IR = 21ef0004
T = 3730.0 ps | State = DECODE | Next State =I/J-Type| PC = 00000054 | IR = 21ce0004
T = 3741.0 ps | State = ADDI   | Next State = WB_imm | PC = 00000054 | IR = 21ce0004
T = 3750.0 ps | State = WB_imm | Next State = FETCH  | PC = 00000054 | IR = 21ce0004
T = 3760.0 ps | State = FETCH  | Next State = DECODE | PC = 00000054 | IR = 21ce0004
T = 3770.0 ps | State = DECODE | Next State =I/J-Type| PC = 00000058 | IR = 21adffff
T = 3781.0 ps | State = ADDI   | Next State = WB_imm | PC = 00000058 | IR = 21adffff
T = 3790.0 ps | State = WB_imm | Next State = FETCH  | PC = 00000058 | IR = 21adffff
T = 3800.0 ps | State = FETCH  | Next State = DECODE | PC = 00000058 | IR = 21adffff
T = 3810.0 ps | State = DECODE | Next State = R-Type | PC = 0000005c | IR = 15a0fffa
T = 3821.0 ps | State = BNE_1  | Next State = BNE_2  | PC = 0000005c | IR = 15a0fffa
T = 3830.0 ps | State = BNE_2  | Next State = FETCH  | PC = 0000005c | IR = 15a0fffa
T = 3840.0 ps | State = FETCH  | Next State = DECODE | PC = 00000044 | IR = 15a0fffa
T = 3850.0 ps | State = DECODE | Next State =I/J-Type| PC = 00000048 | IR = 8df10000
T = 3860.0 ps | State = LW_1   | Next State = LW_2   | PC = 00000048 | IR = 8df10000
T = 3870.0 ps | State = LW_2   | Next State = WB_lw   | PC = 00000048 | IR = 8df10000
T = 3880.0 ps | State = WB_lw  | Next State = FETCH  | PC = 00000048 | IR = 8df10000
T = 3890.0 ps | State = FETCH  | Next State = DECODE | PC = 00000048 | IR = 8df10000
T = 3900.0 ps | State = DECODE | Next State =I/J-Type| PC = 0000004c | IR = add10000
T = 3910.0 ps | State = SW     | Next State = WB_mem | PC = 0000004c | IR = add10000
T = 3920.0 ps | State = WB_mem | Next State = FETCH  | PC = 0000004c | IR = add10000
T = 3930.0 ps | State = FETCH  | Next State = DECODE | PC = 0000004c | IR = add10000
T = 3940.0 ps | State = DECODE | Next State =I/J-Type| PC = 00000050 | IR = 21ef0004
T = 3951.0 ps | State = ADDI   | Next State = WB_imm | PC = 00000050 | IR = 21ef0004
T = 3960.0 ps | State = WB_imm | Next State = FETCH  | PC = 00000050 | IR = 21ef0004
T = 3970.0 ps | State = FETCH  | Next State = DECODE | PC = 00000050 | IR = 21ef0004
T = 3980.0 ps | State = DECODE | Next State =I/J-Type| PC = 00000054 | IR = 21ce0004
T = 3991.0 ps | State = ADDI   | Next State = WB_imm | PC = 00000054 | IR = 21ce0004
T = 4000.0 ps | State = WB_imm | Next State = FETCH  | PC = 00000054 | IR = 21ce0004
T = 4010.0 ps | State = FETCH  | Next State = DECODE | PC = 00000054 | IR = 21ce0004
T = 4020.0 ps | State = DECODE | Next State =I/J-Type| PC = 00000058 | IR = 21adffff
T = 4031.0 ps | State = ADDI   | Next State = WB_imm | PC = 00000058 | IR = 21adffff
T = 4040.0 ps | State = WB_imm | Next State = FETCH  | PC = 00000058 | IR = 21adffff
T = 4050.0 ps | State = FETCH  | Next State = DECODE | PC = 00000058 | IR = 21adffff
T = 4060.0 ps | State = DECODE | Next State = R-Type | PC = 0000005c | IR = 15a0fffa
T = 4071.0 ps | State = BNE_1  | Next State = BNE_2  | PC = 0000005c | IR = 15a0fffa
T = 4080.0 ps | State = BNE_2  | Next State = FETCH  | PC = 0000005c | IR = 15a0fffa
T = 4090.0 ps | State = FETCH  | Next State = DECODE | PC = 00000044 | IR = 15a0fffa
T = 4100.0 ps | State = DECODE | Next State =I/J-Type| PC = 00000048 | IR = 8df10000
T = 4110.0 ps | State = LW_1   | Next State = LW_2   | PC = 00000048 | IR = 8df10000
T = 4120.0 ps | State = LW_2   | Next State = WB_lw   | PC = 00000048 | IR = 8df10000
T = 4130.0 ps | State = WB_lw  | Next State = FETCH  | PC = 00000048 | IR = 8df10000
T = 4140.0 ps | State = FETCH  | Next State = DECODE | PC = 00000048 | IR = 8df10000
T = 4150.0 ps | State = DECODE | Next State =I/J-Type| PC = 0000004c | IR = add10000
T = 4160.0 ps | State = SW     | Next State = WB_mem | PC = 0000004c | IR = add10000
T = 4170.0 ps | State = WB_mem | Next State = FETCH  | PC = 0000004c | IR = add10000
T = 4180.0 ps | State = FETCH  | Next State = DECODE | PC = 0000004c | IR = add10000
T = 4190.0 ps | State = DECODE | Next State =I/J-Type| PC = 00000050 | IR = 21ef0004
T = 4201.0 ps | State = ADDI   | Next State = WB_imm | PC = 00000050 | IR = 21ef0004
T = 4210.0 ps | State = WB_imm | Next State = FETCH  | PC = 00000050 | IR = 21ef0004
T = 4220.0 ps | State = FETCH  | Next State = DECODE | PC = 00000050 | IR = 21ef0004
T = 4230.0 ps | State = DECODE | Next State =I/J-Type| PC = 00000054 | IR = 21ce0004
T = 4241.0 ps | State = ADDI   | Next State = WB_imm | PC = 00000054 | IR = 21ce0004
T = 4250.0 ps | State = WB_imm | Next State = FETCH  | PC = 00000054 | IR = 21ce0004
T = 4260.0 ps | State = FETCH  | Next State = DECODE | PC = 00000054 | IR = 21ce0004
T = 4270.0 ps | State = DECODE | Next State =I/J-Type| PC = 00000058 | IR = 21adffff
T = 4281.0 ps | State = ADDI   | Next State = WB_imm | PC = 00000058 | IR = 21adffff
T = 4290.0 ps | State = WB_imm | Next State = FETCH  | PC = 00000058 | IR = 21adffff
T = 4300.0 ps | State = FETCH  | Next State = DECODE | PC = 00000058 | IR = 21adffff
T = 4310.0 ps | State = DECODE | Next State = R-Type | PC = 0000005c | IR = 15a0fffa
T = 4321.0 ps | State = BNE_1  | Next State = BNE_2  | PC = 0000005c | IR = 15a0fffa
T = 4330.0 ps | State = BNE_2  | Next State = FETCH  | PC = 0000005c | IR = 15a0fffa
T = 4340.0 ps | State = FETCH  | Next State = DECODE | PC = 00000044 | IR = 15a0fffa
T = 4350.0 ps | State = DECODE | Next State =I/J-Type| PC = 00000048 | IR = 8df10000
T = 4360.0 ps | State = LW_1   | Next State = LW_2   | PC = 00000048 | IR = 8df10000
T = 4370.0 ps | State = LW_2   | Next State = WB_lw   | PC = 00000048 | IR = 8df10000
T = 4380.0 ps | State = WB_lw  | Next State = FETCH  | PC = 00000048 | IR = 8df10000
T = 4390.0 ps | State = FETCH  | Next State = DECODE | PC = 00000048 | IR = 8df10000
T = 4400.0 ps | State = DECODE | Next State =I/J-Type| PC = 0000004c | IR = add10000
T = 4410.0 ps | State = SW     | Next State = WB_mem | PC = 0000004c | IR = add10000
T = 4420.0 ps | State = WB_mem | Next State = FETCH  | PC = 0000004c | IR = add10000
T = 4430.0 ps | State = FETCH  | Next State = DECODE | PC = 0000004c | IR = add10000
T = 4440.0 ps | State = DECODE | Next State =I/J-Type| PC = 00000050 | IR = 21ef0004
T = 4451.0 ps | State = ADDI   | Next State = WB_imm | PC = 00000050 | IR = 21ef0004
T = 4460.0 ps | State = WB_imm | Next State = FETCH  | PC = 00000050 | IR = 21ef0004
T = 4470.0 ps | State = FETCH  | Next State = DECODE | PC = 00000050 | IR = 21ef0004
T = 4480.0 ps | State = DECODE | Next State =I/J-Type| PC = 00000054 | IR = 21ce0004
T = 4491.0 ps | State = ADDI   | Next State = WB_imm | PC = 00000054 | IR = 21ce0004
T = 4500.0 ps | State = WB_imm | Next State = FETCH  | PC = 00000054 | IR = 21ce0004
T = 4510.0 ps | State = FETCH  | Next State = DECODE | PC = 00000054 | IR = 21ce0004
T = 4520.0 ps | State = DECODE | Next State =I/J-Type| PC = 00000058 | IR = 21adffff
T = 4531.0 ps | State = ADDI   | Next State = WB_imm | PC = 00000058 | IR = 21adffff
T = 4540.0 ps | State = WB_imm | Next State = FETCH  | PC = 00000058 | IR = 21adffff
T = 4550.0 ps | State = FETCH  | Next State = DECODE | PC = 00000058 | IR = 21adffff
T = 4560.0 ps | State = DECODE | Next State = R-Type | PC = 0000005c | IR = 15a0fffa
T = 4571.0 ps | State = BNE_1  | Next State = BNE_2  | PC = 0000005c | IR = 15a0fffa
T = 4580.0 ps | State = BNE_2  | Next State = FETCH  | PC = 0000005c | IR = 15a0fffa
T = 4590.0 ps | State = FETCH  | Next State = DECODE | PC = 00000044 | IR = 15a0fffa
T = 4600.0 ps | State = DECODE | Next State =I/J-Type| PC = 00000048 | IR = 8df10000
T = 4610.0 ps | State = LW_1   | Next State = LW_2   | PC = 00000048 | IR = 8df10000
T = 4620.0 ps | State = LW_2   | Next State = WB_lw   | PC = 00000048 | IR = 8df10000
T = 4630.0 ps | State = WB_lw  | Next State = FETCH  | PC = 00000048 | IR = 8df10000
T = 4640.0 ps | State = FETCH  | Next State = DECODE | PC = 00000048 | IR = 8df10000
T = 4650.0 ps | State = DECODE | Next State =I/J-Type| PC = 0000004c | IR = add10000
T = 4660.0 ps | State = SW     | Next State = WB_mem | PC = 0000004c | IR = add10000
T = 4670.0 ps | State = WB_mem | Next State = FETCH  | PC = 0000004c | IR = add10000
T = 4680.0 ps | State = FETCH  | Next State = DECODE | PC = 0000004c | IR = add10000
T = 4690.0 ps | State = DECODE | Next State =I/J-Type| PC = 00000050 | IR = 21ef0004
T = 4701.0 ps | State = ADDI   | Next State = WB_imm | PC = 00000050 | IR = 21ef0004
T = 4710.0 ps | State = WB_imm | Next State = FETCH  | PC = 00000050 | IR = 21ef0004
T = 4720.0 ps | State = FETCH  | Next State = DECODE | PC = 00000050 | IR = 21ef0004
T = 4730.0 ps | State = DECODE | Next State =I/J-Type| PC = 00000054 | IR = 21ce0004
T = 4741.0 ps | State = ADDI   | Next State = WB_imm | PC = 00000054 | IR = 21ce0004
T = 4750.0 ps | State = WB_imm | Next State = FETCH  | PC = 00000054 | IR = 21ce0004
T = 4760.0 ps | State = FETCH  | Next State = DECODE | PC = 00000054 | IR = 21ce0004
T = 4770.0 ps | State = DECODE | Next State =I/J-Type| PC = 00000058 | IR = 21adffff
T = 4781.0 ps | State = ADDI   | Next State = WB_imm | PC = 00000058 | IR = 21adffff
T = 4790.0 ps | State = WB_imm | Next State = FETCH  | PC = 00000058 | IR = 21adffff
T = 4800.0 ps | State = FETCH  | Next State = DECODE | PC = 00000058 | IR = 21adffff
T = 4810.0 ps | State = DECODE | Next State = R-Type | PC = 0000005c | IR = 15a0fffa
T = 4821.0 ps | State = BNE_1  | Next State = BNE_2  | PC = 0000005c | IR = 15a0fffa
T = 4830.0 ps | State = BNE_2  | Next State = FETCH  | PC = 0000005c | IR = 15a0fffa
T = 4840.0 ps | State = FETCH  | Next State = DECODE | PC = 0000005c | IR = 15a0fffa
T = 4850.0 ps | State = DECODE | Next State = R-Type | PC = 00000060 | IR = 0000000d
BREAK INSTRUCTION FETCHED 4855.0 ps
 
D i s p l a y i n g   C o n t e n t s   o f   R e g f i l e
R [  0 ]   =   00000000    |   R [         16 ]   =   xxxxxxxx
R [  1 ]   =   12345678    |   R [         17 ]   =   000075cc
R [  2 ]   =   89abcdef    |   R [         18 ]   =   xxxxxxxx
R [  3 ]   =   a5a5a5a5    |   R [         19 ]   =   xxxxxxxx
R [  4 ]   =   5a5a5a5a    |   R [         20 ]   =   xxxxxxxx
R [  5 ]   =   2468ace0    |   R [         21 ]   =   xxxxxxxx
R [  6 ]   =   13579bdf    |   R [         22 ]   =   xxxxxxxx
R [  7 ]   =   0f0f0f0f    |   R [         23 ]   =   xxxxxxxx
R [  8 ]   =   f0f0f0f0    |   R [         24 ]   =   xxxxxxxx
R [  9 ]   =   00000009    |   R [         25 ]   =   xxxxxxxx
R [ 10 ]   =   0000000a    |   R [         26 ]   =   xxxxxxxx
R [ 11 ]   =   0000000b    |   R [         27 ]   =   xxxxxxxx
R [ 12 ]   =   0000000c    |   R [         28 ]   =   xxxxxxxx
R [ 13 ]   =   00000000    |   R [         29 ]   =   00000000
R [ 14 ]   =   10010100    |   R [         30 ]   =   xxxxxxxx
R [ 15 ]   =   10010040    |   R [         31 ]   =   xxxxxxxx
 
D i s p l a y i n g   C o n t e n t s   o f   D a t a   M e m o r y
d M e m [ 0c0 ]   =   0xc3c3c3c3
d M e m [ 0c4 ]   =   0x12345678
d M e m [ 0c8 ]   =   0x89abcdef
d M e m [ 0cc ]   =   0xa5a5a5a5
d M e m [ 0d0 ]   =   0x5a5a5a5a
d M e m [ 0d4 ]   =   0x2468ace0
d M e m [ 0d8 ]   =   0x13579bdf
d M e m [ 0dc ]   =   0x0f0f0f0f
d M e m [ 0e0 ]   =   0xf0f0f0f0
d M e m [ 0e4 ]   =   0x00000009
d M e m [ 0e8 ]   =   0x0000000a
d M e m [ 0ec ]   =   0x0000000b
d M e m [ 0f0 ]   =   0x0000000c
d M e m [ 0f4 ]   =   0x0000000d
d M e m [ 0f8 ]   =   0xfffffff8
d M e m [ 0fc ]   =   0x000075cc
$finish called at time : 4860 ns : File "C:/Users/Jesus Luciano/Desktop/MIPS_CPU/Execution_Unit_modified/Execution_Unit.srcs/sources_1/new/MCU.v" Line 929
